loyalty_number,loyalty_card,clv,province
465931,aurora,5170.36,alberta
482256,aurora,5170.98,ontario
733746,aurora,5171.27,quebec
526064,aurora,5174.08,yukon
655453,aurora,5174.08,ontario
130326,aurora,5175.29,manitoba
845275,aurora,5175.29,quebec
527944,aurora,5176.58,british columbia
757634,aurora,5178.7,alberta
135808,aurora,5179.55,ontario
418281,aurora,5181.62,quebec
487536,aurora,5181.62,british columbia
508115,aurora,5181.62,yukon
834522,aurora,5181.62,ontario
842379,aurora,5182.46,british columbia
508443,aurora,5182.94,manitoba
613925,aurora,5182.94,quebec
245066,star,7781.0,quebec
821325,aurora,5186.36,quebec
400478,aurora,5187.65,ontario
436081,aurora,5189.29,ontario
812282,aurora,5191.45,quebec
431277,aurora,5192.36,quebec
631821,aurora,5200.23,ontario
282930,aurora,5201.71,british columbia
577405,aurora,5205.91,british columbia
753149,aurora,5206.76,ontario
222960,aurora,5207.99,quebec
232426,aurora,5208.35,british columbia
397248,aurora,5210.35,new brunswick
785185,aurora,5213.37,nova scotia
879600,aurora,5214.97,british columbia
418990,aurora,5216.91,quebec
205465,aurora,5217.51,quebec
382045,aurora,5217.51,british columbia
738141,aurora,5217.51,quebec
751820,aurora,5217.51,ontario
956191,aurora,5217.51,new brunswick
359188,aurora,5218.34,quebec
342958,aurora,5218.97,new brunswick
776830,aurora,5218.97,quebec
842236,aurora,5219.89,saskatchewan
444686,aurora,5220.28,alberta
627107,aurora,5220.28,ontario
950980,aurora,5220.69,ontario
728748,aurora,5221.14,quebec
746677,aurora,5221.14,new brunswick
630396,aurora,5223.43,ontario
833765,aurora,5225.03,quebec
462077,aurora,5227.1,alberta
376929,star,9753.31,quebec
246775,aurora,5227.23,ontario
471440,aurora,5227.57,quebec
784945,aurora,5228.92,ontario
438120,aurora,5229.45,ontario
650290,aurora,5229.68,manitoba
755538,aurora,5229.68,quebec
430712,aurora,5233.95,ontario
724818,aurora,5233.99,ontario
660030,aurora,5234.78,quebec
102982,aurora,5235.57,british columbia
630880,aurora,5235.57,ontario
803796,aurora,5239.89,british columbia
917972,aurora,5241.14,british columbia
906623,aurora,5243.45,ontario
161373,aurora,5243.83,ontario
241038,aurora,5244.55,ontario
541898,aurora,5246.06,ontario
235391,aurora,5246.28,ontario
220131,star,10364.35,quebec
293266,aurora,5246.28,quebec
391357,aurora,5246.28,british columbia
328173,aurora,5247.85,british columbia
925850,star,10928.41,quebec
165056,aurora,5251.97,saskatchewan
847359,aurora,5251.97,nova scotia
596390,aurora,5251.98,british columbia
913981,aurora,5251.98,ontario
727175,aurora,5253.49,quebec
437197,aurora,5254.73,alberta
879462,aurora,5254.73,ontario
483747,aurora,5255.58,quebec
993054,aurora,5255.58,british columbia
598258,aurora,5256.92,british columbia
941361,aurora,5257.24,new brunswick
280603,aurora,5258.25,british columbia
445370,aurora,5259.44,british columbia
750710,aurora,5259.71,newfoundland
746171,aurora,5260.62,ontario
947641,aurora,5261.04,british columbia
971370,aurora,5261.04,ontario
276746,aurora,5261.12,british columbia
819765,aurora,5261.12,ontario
672170,aurora,5261.42,ontario
990268,aurora,5263.92,ontario
989256,aurora,5264.36,manitoba
384905,aurora,5264.64,quebec
203864,aurora,5266.42,quebec
221014,aurora,5266.42,manitoba
349342,aurora,5271.98,ontario
963410,aurora,5272.01,ontario
163445,aurora,5272.32,ontario
901231,aurora,5272.32,alberta
149981,aurora,5272.52,saskatchewan
727053,aurora,5272.7,quebec
132319,aurora,5274.43,quebec
629642,aurora,5275.63,british columbia
378181,aurora,5278.2,british columbia
188668,aurora,5278.53,british columbia
628169,aurora,5278.65,manitoba
290362,aurora,5279.12,ontario
395189,aurora,5279.48,nova scotia
786525,aurora,5279.48,saskatchewan
598398,aurora,5281.83,british columbia
113316,aurora,5282.54,british columbia
426351,aurora,5283.36,ontario
423201,aurora,5284.04,ontario
401036,aurora,5285.08,ontario
896792,aurora,5285.08,british columbia
831948,aurora,5285.12,alberta
794202,aurora,5285.31,british columbia
447962,aurora,5285.92,ontario
871094,aurora,5285.92,british columbia
628258,aurora,5288.24,ontario
782654,aurora,5290.13,ontario
736813,aurora,5291.4,british columbia
686509,star,12941.73,quebec
428249,aurora,5292.63,british columbia
483768,aurora,5294.23,ontario
837237,aurora,5295.63,manitoba
170903,aurora,5295.74,ontario
624929,aurora,5295.74,alberta
323821,aurora,5297.63,british columbia
349539,aurora,5297.67,quebec
508821,aurora,5300.69,ontario
253609,star,14696.64,quebec
742612,aurora,5303.76,ontario
675535,aurora,5304.54,manitoba
797120,aurora,5306.16,ontario
118632,aurora,5308.25,ontario
711567,aurora,5308.29,nova scotia
752704,aurora,5309.44,ontario
343001,aurora,5310.86,nova scotia
618100,aurora,5310.86,saskatchewan
335554,aurora,5313.29,alberta
569603,aurora,5313.29,ontario
672679,aurora,5313.44,ontario
183020,aurora,5313.47,nova scotia
937071,star,18975.46,quebec
358900,aurora,5318.9,ontario
765323,aurora,5318.9,ontario
542976,star,24127.5,quebec
827147,aurora,5318.9,british columbia
855026,aurora,5318.9,quebec
817136,aurora,5319.31,ontario
711577,aurora,5319.84,ontario
250696,aurora,5325.39,british columbia
436247,aurora,5325.72,quebec
763113,aurora,5325.72,quebec
817191,aurora,5325.72,ontario
861877,aurora,5326.68,ontario
493358,aurora,5328.32,ontario
853894,aurora,5329.13,newfoundland
729094,aurora,5330.59,new brunswick
256945,aurora,5331.82,manitoba
646038,aurora,5332.46,british columbia
981160,aurora,5332.46,british columbia
276494,aurora,5333.04,british columbia
644938,aurora,5334.78,quebec
175967,star,3906.67,british columbia
749459,aurora,5339.49,british columbia
157729,star,3966.13,british columbia
216500,aurora,5341.44,ontario
360435,aurora,5343.12,ontario
393604,aurora,5345.68,british columbia
608241,aurora,5350.0,nova scotia
638754,aurora,5350.21,british columbia
195368,aurora,5352.19,ontario
877945,aurora,5352.22,ontario
577535,aurora,5353.93,manitoba
572263,aurora,5354.61,quebec
750739,aurora,5356.14,quebec
392774,aurora,5357.19,alberta
458202,aurora,5357.19,ontario
506190,aurora,5357.76,manitoba
906564,aurora,5357.76,quebec
841219,aurora,5363.41,ontario
196779,aurora,5363.53,ontario
596586,aurora,5365.54,british columbia
309230,aurora,5365.93,quebec
831253,aurora,5365.93,newfoundland
759132,aurora,5366.78,ontario
258141,aurora,5367.09,british columbia
787525,aurora,5372.91,british columbia
612650,aurora,5375.66,ontario
956861,aurora,5375.82,saskatchewan
343978,aurora,5375.84,ontario
328576,aurora,5376.89,ontario
637655,aurora,5377.01,ontario
529106,aurora,5380.9,ontario
584285,aurora,5380.9,alberta
344749,aurora,5382.75,ontario
495632,aurora,5382.75,british columbia
821515,star,4105.58,british columbia
503494,aurora,5384.43,alberta
695250,aurora,5384.43,ontario
535525,aurora,5384.53,quebec
480732,aurora,5384.67,ontario
989666,aurora,5384.73,ontario
883574,aurora,5386.51,ontario
623144,aurora,5391.78,nova scotia
509108,star,4132.59,british columbia
377471,star,4270.03,british columbia
314941,aurora,5394.91,manitoba
804710,aurora,5395.35,british columbia
706185,aurora,5395.43,ontario
380031,aurora,5396.31,quebec
937163,aurora,5398.1,british columbia
280545,aurora,5399.58,quebec
223354,aurora,5405.52,ontario
591579,aurora,5406.88,ontario
609184,aurora,5408.89,quebec
661274,aurora,5408.91,british columbia
607548,aurora,5409.96,british columbia
901857,aurora,5411.95,ontario
511642,aurora,5412.7,ontario
670371,aurora,5414.32,quebec
272123,aurora,5414.62,ontario
957061,aurora,5414.9,ontario
149549,star,4436.81,british columbia
372290,aurora,5418.73,british columbia
451839,aurora,5418.73,ontario
334273,aurora,5420.34,new brunswick
263763,aurora,5420.36,manitoba
324801,aurora,5420.36,quebec
543478,aurora,5421.02,quebec
553558,aurora,5421.05,quebec
797391,aurora,5421.05,british columbia
576690,aurora,5421.52,manitoba
572062,aurora,5421.54,new brunswick
556755,aurora,5423.14,newfoundland
922665,aurora,5424.26,quebec
308629,aurora,5426.14,ontario
276990,aurora,5426.86,ontario
912293,aurora,5426.86,alberta
994676,aurora,5427.48,british columbia
527640,aurora,5432.86,quebec
564141,aurora,5435.77,ontario
908123,aurora,5437.91,quebec
222453,aurora,5438.7,british columbia
580356,aurora,5439.34,ontario
771713,aurora,5441.42,alberta
604116,star,4554.91,british columbia
392989,aurora,5443.76,british columbia
430817,aurora,5447.2,quebec
910157,aurora,5447.2,british columbia
405739,aurora,5447.81,new brunswick
831180,aurora,5447.81,quebec
144633,aurora,5447.84,quebec
918564,aurora,5448.56,alberta
347515,aurora,5451.8,ontario
444931,aurora,5452.63,manitoba
347955,aurora,5453.71,quebec
458074,aurora,5453.71,ontario
734307,aurora,5454.59,british columbia
991568,aurora,5454.59,ontario
174439,aurora,5454.89,alberta
719192,aurora,5459.22,british columbia
757127,aurora,5459.22,quebec
503096,aurora,5461.55,ontario
915638,aurora,5461.97,quebec
792514,aurora,5465.6,alberta
187010,star,4692.17,british columbia
275387,star,4732.22,british columbia
186729,aurora,5470.06,ontario
197855,aurora,5470.06,british columbia
202864,aurora,5470.06,british columbia
845273,aurora,5470.06,quebec
930900,aurora,5470.06,new brunswick
165022,aurora,5475.34,ontario
447544,aurora,5476.53,british columbia
343994,aurora,5479.56,british columbia
330316,aurora,5479.85,ontario
662723,aurora,5480.07,british columbia
685408,aurora,5480.7,ontario
773598,aurora,5484.59,british columbia
374266,aurora,5488.93,british columbia
912757,aurora,5489.21,alberta
175249,aurora,5494.87,ontario
306068,aurora,5494.87,british columbia
233084,aurora,5498.94,quebec
500374,star,4770.55,british columbia
471460,star,4786.89,british columbia
484495,aurora,5498.94,british columbia
595978,aurora,5498.94,ontario
836603,aurora,5498.94,british columbia
227906,aurora,5500.01,ontario
701954,aurora,5500.58,quebec
846277,aurora,5500.58,manitoba
968034,aurora,5502.73,newfoundland
549238,aurora,5503.92,british columbia
209172,aurora,5504.14,quebec
346633,aurora,5504.14,ontario
983872,aurora,5504.14,alberta
143730,aurora,5505.69,saskatchewan
105688,aurora,5507.06,british columbia
235063,aurora,5509.38,british columbia
325082,aurora,5509.38,ontario
393975,aurora,5509.9,ontario
636745,aurora,5509.9,alberta
587284,aurora,5510.56,ontario
282542,aurora,5510.97,quebec
153968,aurora,5511.03,ontario
244676,aurora,5512.34,quebec
749328,aurora,5514.34,ontario
621750,aurora,5515.25,yukon
524234,aurora,5520.15,ontario
344121,aurora,5520.48,ontario
451240,aurora,5522.52,quebec
171027,aurora,5525.47,quebec
370744,aurora,5526.44,quebec
182130,aurora,5527.99,ontario
154194,aurora,5528.08,ontario
231047,aurora,5528.21,ontario
391313,aurora,5528.21,alberta
422358,aurora,5528.21,ontario
612233,aurora,5528.21,british columbia
324295,aurora,5531.63,british columbia
957276,aurora,5531.63,ontario
392430,aurora,5532.46,ontario
343425,aurora,5532.75,british columbia
152423,aurora,5532.86,british columbia
962472,aurora,5534.58,ontario
588516,aurora,5536.39,ontario
793549,aurora,5539.35,manitoba
171137,aurora,5548.03,newfoundland
189666,aurora,5548.03,alberta
110142,star,4866.65,british columbia
441509,aurora,5550.15,quebec
386446,aurora,5551.59,new brunswick
955567,aurora,5553.19,ontario
218362,aurora,5553.3,ontario
137251,aurora,5553.36,quebec
902634,aurora,5553.52,british columbia
304600,aurora,5553.8,quebec
103352,aurora,5555.49,quebec
237770,aurora,5555.83,ontario
359091,aurora,5555.83,saskatchewan
645986,aurora,5555.83,nova scotia
845947,aurora,5555.83,british columbia
851871,aurora,5555.83,quebec
937976,aurora,5558.3,british columbia
905907,aurora,5560.28,ontario
128475,aurora,5561.29,british columbia
958026,aurora,5561.29,ontario
431201,aurora,5562.46,ontario
665373,aurora,5564.74,british columbia
240299,aurora,5564.96,british columbia
802316,aurora,5565.89,quebec
640833,aurora,5568.89,ontario
317094,aurora,5568.95,ontario
917725,aurora,5568.95,saskatchewan
953307,aurora,5568.95,quebec
670289,aurora,5569.46,ontario
707276,aurora,5569.46,alberta
451819,aurora,5570.18,british columbia
761966,aurora,5570.22,quebec
968370,aurora,5570.22,newfoundland
472314,aurora,5573.11,quebec
767385,aurora,5574.62,ontario
576498,aurora,5575.2,quebec
799992,aurora,5575.75,ontario
225482,aurora,5577.54,quebec
249381,aurora,5578.52,manitoba
319766,aurora,5578.52,quebec
635531,aurora,5580.92,british columbia
164559,aurora,4978.95,british columbia
354150,aurora,5583.07,manitoba
543956,aurora,4990.34,british columbia
601131,aurora,5584.96,yukon
306965,aurora,5586.89,british columbia
895972,aurora,5586.97,new brunswick
195848,aurora,5592.16,ontario
111912,aurora,5592.46,ontario
686838,aurora,5593.43,british columbia
178331,aurora,5595.39,british columbia
198167,aurora,5595.39,quebec
202859,aurora,5595.39,british columbia
319901,aurora,5595.39,newfoundland
450802,aurora,5595.39,ontario
714123,aurora,5595.39,alberta
715514,aurora,5595.76,manitoba
536082,aurora,5595.97,new brunswick
302669,aurora,5597.12,ontario
476080,aurora,5597.12,british columbia
898423,aurora,5597.12,newfoundland
391402,aurora,5598.01,ontario
902040,aurora,5598.01,british columbia
688058,aurora,5598.27,british columbia
844582,aurora,5599.38,ontario
468542,aurora,5111.3,british columbia
934912,aurora,5601.68,quebec
177345,aurora,5604.33,quebec
991356,aurora,5604.33,manitoba
981920,aurora,5608.32,alberta
282896,aurora,5610.96,ontario
169661,aurora,5611.93,ontario
113919,aurora,5614.59,manitoba
738005,aurora,5616.85,quebec
638528,aurora,5619.07,ontario
866604,aurora,5619.69,quebec
546665,aurora,5619.97,british columbia
701622,aurora,5619.97,ontario
943236,aurora,5620.59,ontario
423711,aurora,5623.61,british columbia
836405,aurora,5623.61,ontario
690554,aurora,5623.76,british columbia
856229,aurora,5139.56,british columbia
197138,aurora,5625.31,quebec
752462,aurora,5625.31,british columbia
172593,aurora,5626.53,quebec
403185,aurora,5626.53,british columbia
585780,aurora,5635.25,ontario
766355,aurora,5318.9,british columbia
748717,aurora,5394.0,british columbia
701732,aurora,5639.4,ontario
349046,aurora,5639.94,nova scotia
646502,aurora,5639.94,saskatchewan
678786,aurora,5639.94,manitoba
952859,aurora,5639.94,british columbia
159344,aurora,5640.02,british columbia
345657,aurora,5581.76,british columbia
614787,aurora,5641.36,british columbia
710003,aurora,5644.47,ontario
499932,aurora,5645.4,alberta
451446,aurora,5645.51,british columbia
626149,aurora,5651.4,ontario
911655,aurora,5652.72,ontario
408091,aurora,5657.03,ontario
486359,aurora,5657.69,british columbia
666597,aurora,5658.53,ontario
372961,aurora,5659.24,british columbia
373898,aurora,5666.87,ontario
370405,aurora,5669.97,nova scotia
697680,aurora,5670.44,ontario
818484,aurora,5671.09,ontario
351461,aurora,5640.73,british columbia
997322,aurora,5673.84,british columbia
457536,aurora,5674.38,british columbia
805890,aurora,5675.92,british columbia
679437,aurora,5677.31,quebec
842980,aurora,5677.47,ontario
303682,aurora,5678.05,quebec
849178,aurora,5678.05,ontario
873554,aurora,5678.05,british columbia
427329,aurora,5681.31,british columbia
224676,aurora,5682.52,ontario
505680,aurora,5682.52,british columbia
510513,aurora,5686.92,british columbia
231530,aurora,5689.64,british columbia
178160,aurora,5697.18,ontario
423096,aurora,5700.76,ontario
593885,aurora,5700.76,british columbia
616835,aurora,5704.68,british columbia
171908,aurora,5813.24,british columbia
857946,aurora,5706.96,nova scotia
848973,aurora,5709.23,newfoundland
997359,aurora,5714.17,british columbia
550839,aurora,5717.74,british columbia
279408,aurora,5719.09,ontario
126262,aurora,5720.77,ontario
946932,aurora,5720.9,quebec
136473,aurora,6188.38,british columbia
422750,aurora,5727.33,ontario
633734,aurora,5728.58,manitoba
665763,aurora,5729.86,ontario
745792,aurora,5732.69,ontario
951616,aurora,5733.21,new brunswick
161728,aurora,5734.6,ontario
286883,aurora,5734.6,alberta
693138,aurora,5737.5,manitoba
824414,aurora,5738.28,british columbia
773648,aurora,5741.7,ontario
950252,aurora,5744.23,ontario
484625,aurora,5746.06,nova scotia
798375,aurora,5746.06,quebec
489443,aurora,5746.33,british columbia
276673,aurora,5754.75,ontario
733226,aurora,5754.75,british columbia
855153,aurora,5755.18,ontario
162472,aurora,5755.54,ontario
723186,aurora,5757.44,quebec
835693,aurora,5757.44,british columbia
910093,aurora,5757.44,alberta
947367,aurora,5757.44,british columbia
762715,aurora,5757.49,british columbia
